dataset,band,unit,tax,currency,geo,period,price_EUR_kWh,retrieved_date
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2020-S1,0.0995,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2020-S2,0.094,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2021-S1,0.0921,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2021-S2,0.1032,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2022-S1,0.1652,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2022-S2,0.2249,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2023-S1,0.3075,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2023-S2,0.2695,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2024-S1,0.2281,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2024-S2,0.2281,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2025-S1,0.2139,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,HU,2025-S2,0.2132,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2019-S1,0.1351,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2019-S2,0.1328,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2020-S1,0.1323,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2020-S2,0.1339,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2021-S1,0.1512,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2021-S2,0.188,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2022-S1,0.2176,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2022-S2,0.2876,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2023-S1,0.2829,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2023-S2,0.2579,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2024-S1,0.256,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2024-S2,0.2552,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2025-S1,0.2744,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IE,2025-S2,0.2552,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2019-S1,0.0579,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2019-S2,0.0581,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2020-S1,0.0732,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2020-S2,0.0721,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2021-S1,0.0532,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2021-S2,0.0724,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2022-S1,0.0756,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2022-S2,0.08,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2023-S1,0.0783,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2023-S2,0.0804,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2024-S1,0.086,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IS,2024-S2,0.097,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2019-S1,0.1647,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2019-S2,0.1616,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2020-S1,0.1503,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2020-S2,0.1514,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2021-S1,0.1584,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2021-S2,0.1853,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2022-S1,0.2525,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2022-S2,0.3372,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2023-S1,0.2443,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2023-S2,0.2284,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2024-S1,0.209,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2024-S2,0.2274,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2025-S1,0.2336,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,IT,2025-S2,0.2203,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2019-S1,0.0957,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2019-S2,0.098,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2020-S1,0.1021,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2020-S2,0.1034,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2021-S1,0.1,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2021-S2,0.1117,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2022-S1,0.1405,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2022-S2,0.1558,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2023-S1,0.3255,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2023-S2,0.254,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2024-S1,0.2045,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2024-S2,0.1896,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2025-S1,0.1797,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LI,2025-S2,0.1789,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2019-S1,0.0926,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2019-S2,0.0945,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2020-S1,0.0943,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2020-S2,0.1026,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2021-S1,0.1046,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2021-S2,0.1396,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2022-S1,0.1803,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2022-S2,0.3297,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2023-S1,0.1668,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2023-S2,0.1619,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2024-S1,0.1688,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2024-S2,0.164,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2025-S1,0.16,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LT,2025-S2,0.1591,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2019-S1,0.0897,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2019-S2,0.0904,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2020-S1,0.0928,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2020-S2,0.0938,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2021-S1,0.0954,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2021-S2,0.0974,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2022-S1,0.1294,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2022-S2,0.1512,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2023-S1,0.2485,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2023-S2,0.2342,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2024-S1,0.2048,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2024-S2,0.204,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2025-S1,0.1775,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LU,2025-S2,0.1717,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2019-S1,0.1052,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2019-S2,0.107,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2020-S1,0.103,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2020-S2,0.1055,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2021-S1,0.1012,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2021-S2,0.1351,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2022-S1,0.125,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2022-S2,0.2157,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2023-S1,0.1465,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2023-S2,0.1508,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2024-S1,0.1469,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2024-S2,0.146,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2025-S1,0.1375,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,LV,2025-S2,0.1361,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2019-S1,0.0771,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2019-S2,0.0787,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2020-S1,0.0795,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2020-S2,0.0718,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2021-S1,0.0633,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2021-S2,0.064,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2022-S1,0.0761,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2022-S2,0.1495,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2023-S1,0.1465,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2023-S2,0.1098,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2024-S1,0.0989,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2024-S2,0.0975,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2025-S1,0.1695,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MD,2025-S2,0.1583,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2019-S1,0.0868,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2019-S2,0.0879,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2020-S1,0.0857,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2020-S2,0.0659,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2021-S1,0.0867,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2021-S2,0.0665,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2022-S1,0.085,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2022-S2,0.0859,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2023-S1,0.0861,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2023-S2,0.0816,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2024-S1,0.0851,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2024-S2,0.0848,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2025-S1,0.0867,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,ME,2025-S2,0.0872,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2019-S1,0.0687,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2019-S2,0.0733,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2020-S1,0.0778,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2020-S2,0.0756,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2021-S1,0.0752,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2021-S2,0.1225,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2022-S1,0.1685,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2022-S2,0.3215,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2023-S1,0.169,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2023-S2,0.1168,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2024-S1,0.1006,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2024-S2,0.1458,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2025-S1,0.1266,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MK,2025-S2,0.1241,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2019-S1,0.1345,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2019-S2,0.1355,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2020-S1,0.1343,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2020-S2,0.1342,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2021-S1,0.1345,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2021-S2,0.1401,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2022-S1,0.1347,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2022-S2,0.1348,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2023-S1,0.1411,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2023-S2,0.1411,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2024-S1,0.1409,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2024-S2,0.1346,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2025-S1,0.1351,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,MT,2025-S2,0.1352,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2019-S1,0.099,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2019-S2,0.095,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2020-S1,0.1126,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2020-S2,0.1089,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2021-S1,0.1185,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2021-S2,0.1296,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2022-S1,0.1773,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2022-S2,0.1861,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2023-S1,0.2448,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2023-S2,0.2177,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2024-S1,0.2093,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2024-S2,0.2105,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2025-S1,0.2081,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NL,2025-S2,0.1991,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2019-S1,0.0829,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2019-S2,0.0759,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2020-S1,0.0508,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2020-S2,0.0483,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2021-S1,0.0811,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2021-S2,0.12,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2022-S1,0.1467,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2022-S2,0.213,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2023-S1,0.114,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2023-S2,0.0822,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2024-S1,0.0876,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2024-S2,0.0684,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2025-S1,0.082,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,NO,2025-S2,0.0827,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2019-S1,0.1003,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2019-S2,0.0828,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2020-S1,0.1086,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2020-S2,0.1077,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2021-S1,0.1092,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2021-S2,0.1104,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2022-S1,0.1555,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2022-S2,0.1702,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2023-S1,0.2133,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2023-S2,0.2119,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2024-S1,0.2083,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2024-S2,0.21,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2025-S1,0.1995,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PL,2025-S2,0.1915,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2019-S1,0.1162,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2019-S2,0.1159,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2020-S1,0.1125,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2020-S2,0.1114,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2021-S1,0.1066,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2021-S2,0.1186,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2022-S1,0.1202,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2022-S2,0.1359,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2023-S1,0.0954,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2023-S2,0.1161,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2024-S1,0.1149,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2024-S2,0.1332,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2025-S1,0.1322,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,PT,2025-S2,0.1329,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2019-S1,0.0972,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2019-S2,0.1014,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2020-S1,0.1063,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2020-S2,0.1019,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2021-S1,0.0992,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2021-S2,0.1293,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2022-S1,0.2347,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2022-S2,0.3573,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2023-S1,0.1781,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2023-S2,0.1718,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2024-S1,0.1599,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2024-S2,0.1669,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2025-S1,0.1719,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RO,2025-S2,0.1887,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2019-S1,0.0833,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2019-S2,0.0813,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2020-S1,0.0814,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2020-S2,0.0796,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2021-S1,0.0795,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2021-S2,0.0873,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2022-S1,0.0964,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2022-S2,0.1172,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2023-S1,0.1384,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2023-S2,0.1492,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2024-S1,0.1533,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2024-S2,0.1333,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2025-S1,0.1411,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,RS,2025-S2,0.1516,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2019-S1,0.0772,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2019-S2,0.0694,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2020-S1,0.0591,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2020-S2,0.0672,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2021-S1,0.0711,2026-05-28
nrg_pc_205,IC_MWH500-1999,KWH,X_VAT,EUR,SE,2021-S2,0.0982,2026-05-28
