dataset,band,unit,tax,currency,geo,period,price_EUR_kWh_GCV,retrieved_date
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2021-S2,0.0462,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2022-S1,0.0577,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2022-S2,0.1561,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2023-S1,0.1077,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2023-S2,0.0792,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2024-S1,0.0641,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2024-S2,0.0591,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2025-S1,0.056,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,HU,2025-S2,0.0518,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2019-S1,0.0342,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2019-S2,0.0322,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2020-S1,0.0279,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2020-S2,0.0314,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2021-S1,0.0331,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2021-S2,0.0558,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2022-S1,0.0671,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2022-S2,0.0822,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2023-S1,0.0765,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2023-S2,0.0702,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2024-S1,0.0645,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2024-S2,0.0708,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2025-S1,0.0703,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IE,2025-S2,0.0667,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2019-S1,0.0342,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2019-S2,0.0296,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2020-S1,0.0308,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2020-S2,0.026,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2021-S1,0.0272,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2021-S2,0.0402,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2022-S1,0.0734,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2022-S2,0.1128,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2023-S1,0.0913,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2023-S2,0.062,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2024-S1,0.0556,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2024-S2,0.0563,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2025-S1,0.0635,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,IT,2025-S2,0.0513,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2019-S1,0.0532,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2019-S2,0.0534,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2020-S1,0.0563,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2020-S2,0.0526,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2021-S1,0.0509,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2021-S2,0.0516,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2022-S1,0.0993,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2022-S2,0.1084,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2023-S1,0.1098,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2023-S2,0.1708,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2024-S1,0.1048,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2024-S2,0.107,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LI,2025-S2,0.093,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2019-S1,0.0327,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2019-S2,0.0275,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2020-S1,0.0214,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2020-S2,0.0213,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2021-S1,0.0285,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2021-S2,0.0719,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2022-S1,0.1057,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2022-S2,0.1208,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2023-S1,0.0768,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2023-S2,0.0549,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2024-S1,0.0413,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2024-S2,0.0477,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2025-S1,0.0545,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LT,2025-S2,0.0508,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2019-S1,0.0334,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2019-S2,0.0284,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2020-S1,0.0303,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2020-S2,0.0284,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2021-S1,0.0322,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2021-S2,0.0456,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2022-S1,0.0781,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2022-S2,0.1133,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2023-S1,0.1185,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2023-S2,0.0902,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2024-S1,0.0744,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2024-S2,0.0688,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2025-S1,0.0676,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LU,2025-S2,0.0657,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2019-S1,0.0313,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2019-S2,0.0279,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2020-S1,0.0257,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2020-S2,0.0212,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2021-S1,0.0232,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2021-S2,0.0451,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2022-S1,0.0711,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2022-S2,0.1437,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2023-S1,0.1038,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2023-S2,0.0609,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2024-S1,0.0555,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2024-S2,0.0529,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2025-S1,0.056,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,LV,2025-S2,0.0528,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2019-S1,0.0265,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2019-S2,0.0267,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2020-S1,0.0266,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2020-S2,0.0252,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2021-S1,0.0186,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2021-S2,0.0335,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2022-S1,0.0758,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2022-S2,0.1145,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2023-S1,0.139,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2023-S2,0.0827,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2024-S1,0.0564,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2024-S2,0.0529,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2025-S1,0.067,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MD,2025-S2,0.0642,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2019-S1,0.0323,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2019-S2,0.0317,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2020-S1,0.0244,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2020-S2,0.0244,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2021-S1,0.0236,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2021-S2,0.0309,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2022-S1,0.0906,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2022-S2,0.1326,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2023-S1,0.0657,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2023-S2,0.0582,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2024-S1,0.048,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2025-S1,0.0559,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,MK,2025-S2,0.046,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2019-S1,0.0394,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2019-S2,0.0295,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2020-S1,0.0397,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2020-S2,0.0287,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2021-S1,0.0417,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2021-S2,0.0453,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2022-S1,0.077,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2022-S2,0.0687,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2023-S1,0.0873,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2023-S2,0.0649,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2024-S1,0.0754,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2024-S2,0.0634,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2025-S1,0.0849,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,NL,2025-S2,0.0674,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2019-S1,0.0347,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2019-S2,0.0336,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2020-S1,0.0297,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2020-S2,0.0291,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2021-S1,0.0281,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2021-S2,0.0412,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2022-S1,0.0752,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2022-S2,0.0963,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2023-S1,0.1039,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2023-S2,0.0858,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2024-S1,0.073,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2025-S1,0.0683,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PL,2025-S2,0.0647,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2019-S1,0.0326,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2019-S2,0.0313,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2020-S1,0.0283,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2020-S2,0.0242,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2021-S1,0.0245,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2021-S2,0.0337,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2022-S1,0.0692,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2022-S2,0.1006,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2023-S1,0.0672,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2023-S2,0.0599,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2024-S1,0.0494,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2024-S2,0.0521,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2025-S1,0.0546,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,PT,2025-S2,0.0481,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2019-S1,0.0317,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2019-S2,0.0316,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2020-S1,0.03,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2020-S2,0.0244,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2021-S1,0.0242,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2021-S2,0.0437,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2022-S1,0.0836,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2022-S2,0.1478,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2023-S1,0.059,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2023-S2,0.0545,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2024-S1,0.0479,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2024-S2,0.0507,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2025-S1,0.056,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RO,2025-S2,0.0514,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2019-S1,0.039,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2019-S2,0.0387,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2020-S1,0.0364,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2020-S2,0.028,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2021-S1,0.0286,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2021-S2,0.0351,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2022-S1,0.037,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2022-S2,0.0411,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2023-S1,0.0466,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2023-S2,0.0517,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2024-S1,0.0518,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,RS,2024-S2,0.0508,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2019-S1,0.0534,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2019-S2,0.0493,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2020-S1,0.0523,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2020-S2,0.0539,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2021-S1,0.068,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2021-S2,0.1025,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2022-S1,0.1429,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2022-S2,0.1662,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2023-S1,0.1197,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2023-S2,0.1276,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2024-S1,0.0992,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2024-S2,0.1091,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2025-S1,0.1054,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SE,2025-S2,0.1065,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2019-S1,0.036,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2019-S2,0.0338,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2020-S1,0.0295,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2020-S2,0.0315,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2021-S1,0.031,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2021-S2,0.0459,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2022-S1,0.068,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2022-S2,0.0808,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2023-S1,0.0814,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2023-S2,0.0676,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2024-S1,0.0579,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2024-S2,0.0578,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2025-S1,0.0637,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SI,2025-S2,0.0577,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2019-S1,0.0342,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2019-S2,0.0357,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2020-S1,0.0306,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2020-S2,0.032,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2021-S1,0.0275,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2021-S2,0.0329,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2022-S1,0.0594,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2022-S2,0.0779,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2023-S1,0.098,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2023-S2,0.0961,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2024-S1,0.0709,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2024-S2,0.072,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2025-S1,0.0659,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,SK,2025-S2,0.064,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2019-S1,0.0211,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2019-S2,0.0241,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2020-S1,0.0207,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2020-S2,0.016,2026-05-28
nrg_pc_203,I3_GJ10000-99999,KWH_GCV,X_VAT,EUR,TR,2021-S1,0.0156,2026-05-28
