dataset,band_code,band_label,unit,tax,currency,geo,period,year,half,price_EUR_kWh,retrieved_date
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,CZ,2025-S1,2025,S1,0.1655,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,CZ,2025-S2,2025,S2,0.1636,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2007-S1,2007,S1,0.0838,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2007-S2,2007,S2,0.0902,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2008-S1,2008,S1,0.0959,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2008-S2,2008,S2,0.0957,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2009-S1,2009,S1,0.1002,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2009-S2,2009,S2,0.1007,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2010-S1,2010,S1,0.0993,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2010-S2,2010,S2,0.1058,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2011-S1,2011,S1,0.1121,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2011-S2,2011,S2,0.1139,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2012-S1,2012,S1,0.1145,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2012-S2,2012,S2,0.1169,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2013-S1,2013,S1,0.1278,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2013-S2,2013,S2,0.1273,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2014-S1,2014,S1,0.1376,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2014-S2,2014,S2,0.1326,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2015-S1,2015,S1,0.1316,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2015-S2,2015,S2,0.13,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2016-S1,2016,S1,0.1285,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2016-S2,2016,S2,0.1262,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2017-S1,2017,S1,0.1268,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2017-S2,2017,S2,0.127,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2018-S1,2018,S1,0.122,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2018-S2,2018,S2,0.1244,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2019-S1,2019,S1,0.131,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2019-S2,2019,S2,0.1361,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2020-S1,2020,S1,0.1509,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2020-S2,2020,S2,0.1534,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2021-S1,2021,S1,0.1501,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2021-S2,2021,S2,0.1642,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2022-S1,2022,S1,0.1928,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2022-S2,2022,S2,0.1949,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2023-S1,2023,S1,0.2055,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2023-S2,2023,S2,0.2017,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2024-S1,2024,S1,0.2017,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2024-S2,2024,S2,0.2076,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2025-S1,2025,S1,0.1932,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DE,2025-S2,2025,S2,0.1922,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2007-S2,2007,S2,0.0877,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2008-S1,2008,S1,0.0898,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2008-S2,2008,S2,0.1003,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2009-S1,2009,S1,0.0846,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2009-S2,2009,S2,0.0903,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2010-S1,2010,S1,0.0917,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2010-S2,2010,S2,0.0936,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2011-S1,2011,S1,0.0966,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2011-S2,2011,S2,0.0902,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2012-S1,2012,S1,0.0941,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2012-S2,2012,S2,0.0967,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2013-S1,2013,S1,0.1001,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2013-S2,2013,S2,0.0972,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2014-S1,2014,S1,0.0936,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2014-S2,2014,S2,0.0963,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2015-S1,2015,S1,0.0898,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2015-S2,2015,S2,0.0897,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2016-S1,2016,S1,0.0941,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2016-S2,2016,S2,0.0909,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2017-S1,2017,S1,0.0826,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2017-S2,2017,S2,0.083,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2018-S1,2018,S1,0.0795,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2018-S2,2018,S2,0.0769,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2019-S1,2019,S1,0.0698,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2019-S2,2019,S2,0.067,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2020-S1,2020,S1,0.0631,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2020-S2,2020,S2,0.0704,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2021-S1,2021,S1,0.0787,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2021-S2,2021,S2,0.1179,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2022-S1,2022,S1,0.1535,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2022-S2,2022,S2,0.2216,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2023-S1,2023,S1,0.1351,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2023-S2,2023,S2,0.1114,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2024-S1,2024,S1,0.1083,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2024-S2,2024,S2,0.1267,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2025-S1,2025,S1,0.126,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,DK,2025-S2,2025,S2,0.1232,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2007-S1,2007,S1,0.0813,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2007-S2,2007,S2,0.0765,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2008-S1,2008,S1,0.0888,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2008-S2,2008,S2,0.0927,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2009-S1,2009,S1,0.0965,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2009-S2,2009,S2,0.0927,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2010-S1,2010,S1,0.0928,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2010-S2,2010,S2,0.0945,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2011-S1,2011,S1,0.0996,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2011-S2,2011,S2,0.1017,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2012-S1,2012,S1,0.1089,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2012-S2,2012,S2,0.1082,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2013-S1,2013,S1,0.1117,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2013-S2,2013,S2,0.1111,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2014-S1,2014,S1,0.1137,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2014-S2,2014,S2,0.1124,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2015-S1,2015,S1,0.1108,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2015-S2,2015,S2,0.109,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2016-S1,2016,S1,0.1048,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2016-S2,2016,S2,0.1034,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2017-S1,2017,S1,0.1041,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2017-S2,2017,S2,0.1029,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2018-S1,2018,S1,0.1015,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2018-S2,2018,S2,0.1019,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2019-S1,2019,S1,0.1104,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2019-S2,2019,S2,0.1103,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2020-S1,2020,S1,0.1133,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2020-S2,2020,S2,0.114,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2021-S1,2021,S1,0.1163,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2021-S2,2021,S2,0.1391,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2022-S1,2022,S1,0.1809,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2022-S2,2022,S2,0.2069,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2023-S1,2023,S1,0.2088,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2023-S2,2023,S2,0.1942,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2024-S1,2024,S1,0.1672,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2024-S2,2024,S2,0.1764,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2025-S1,2025,S1,0.1691,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EA,2025-S2,2025,S2,0.1634,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2007-S2,2007,S2,0.0447,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2008-S1,2008,S1,0.0483,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2008-S2,2008,S2,0.0523,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2009-S1,2009,S1,0.0563,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2009-S2,2009,S2,0.0572,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2010-S1,2010,S1,0.0668,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2010-S2,2010,S2,0.0722,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2011-S1,2011,S1,0.0718,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2011-S2,2011,S2,0.0727,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2012-S1,2012,S1,0.077,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2012-S2,2012,S2,0.0806,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2013-S1,2013,S1,0.0905,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2013-S2,2013,S2,0.0898,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2014-S1,2014,S1,0.084,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2014-S2,2014,S2,0.0851,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2015-S1,2015,S1,0.0819,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2015-S2,2015,S2,0.0888,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2016-S1,2016,S1,0.0808,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2016-S2,2016,S2,0.0806,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2017-S1,2017,S1,0.0774,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2017-S2,2017,S2,0.0755,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2018-S1,2018,S1,0.0749,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2018-S2,2018,S2,0.0795,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2019-S1,2019,S1,0.081,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2019-S2,2019,S2,0.0818,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2020-S1,2020,S1,0.0739,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2020-S2,2020,S2,0.0767,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2021-S1,2021,S1,0.0845,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2021-S2,2021,S2,0.1269,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2022-S1,2022,S1,0.155,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2022-S2,2022,S2,0.2262,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2023-S1,2023,S1,0.1516,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2023-S2,2023,S2,0.1473,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2024-S1,2024,S1,0.1319,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2024-S2,2024,S2,0.1404,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2025-S1,2025,S1,0.1302,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EE,2025-S2,2025,S2,0.1294,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2007-S2,2007,S2,0.0673,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2008-S1,2008,S1,0.0737,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2008-S2,2008,S2,0.0798,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2009-S1,2009,S1,0.0829,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2009-S2,2009,S2,0.0811,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2010-S1,2010,S1,0.0825,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2010-S2,2010,S2,0.0895,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2011-S1,2011,S1,0.0885,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2011-S2,2011,S2,0.092,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2012-S1,2012,S1,0.1022,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2012-S2,2012,S2,0.1059,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2013-S1,2013,S1,0.1068,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2013-S2,2013,S2,0.107,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2014-S1,2014,S1,0.1088,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2014-S2,2014,S2,0.1064,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2015-S1,2015,S1,0.1002,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2015-S2,2015,S2,0.0897,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2016-S1,2016,S1,0.0929,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2016-S2,2016,S2,0.0862,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2017-S1,2017,S1,0.0902,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2017-S2,2017,S2,0.0999,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2018-S1,2018,S1,0.0873,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2018-S2,2018,S2,0.0885,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2019-S1,2019,S1,0.0926,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2019-S2,2019,S2,0.095,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2020-S1,2020,S1,0.0939,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2020-S2,2020,S2,0.0901,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2021-S1,2021,S1,0.1029,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2021-S2,2021,S2,0.1927,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2022-S1,2022,S1,0.2206,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2022-S2,2022,S2,0.2289,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2023-S1,2023,S1,0.1755,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2023-S2,2023,S2,0.1694,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2024-S1,2024,S1,0.1398,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2024-S2,2024,S2,0.1864,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2025-S1,2025,S1,0.181,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,EL,2025-S2,2025,S2,0.1612,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2007-S2,2007,S2,0.0832,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2008-S1,2008,S1,0.0838,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2008-S2,2008,S2,0.0891,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2009-S1,2009,S1,0.0953,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2009-S2,2009,S2,0.0934,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2010-S1,2010,S1,0.0927,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2010-S2,2010,S2,0.0897,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2011-S1,2011,S1,0.0916,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2011-S2,2011,S2,0.0937,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2012-S1,2012,S1,0.1015,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2012-S2,2012,S2,0.1003,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2013-S1,2013,S1,0.1046,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2013-S2,2013,S2,0.108,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2014-S1,2014,S1,0.1039,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2014-S2,2014,S2,0.1029,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2015-S1,2015,S1,0.0968,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2015-S2,2015,S2,0.0955,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2016-S1,2016,S1,0.0902,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2016-S2,2016,S2,0.0863,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2017-S1,2017,S1,0.0881,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2017-S2,2017,S2,0.0859,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2018-S1,2018,S1,0.0992,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2018-S2,2018,S2,0.095,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2019-S1,2019,S1,0.0967,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2019-S2,2019,S2,0.0928,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2020-S1,2020,S1,0.0841,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2020-S2,2020,S2,0.084,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2021-S1,2021,S1,0.0877,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2021-S2,2021,S2,0.1528,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2022-S1,2022,S1,0.1902,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2022-S2,2022,S2,0.2395,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2023-S1,2023,S1,0.1442,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2023-S2,2023,S2,0.1344,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2024-S1,2024,S1,0.1157,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2024-S2,2024,S2,0.1294,2026-05-28
nrg_pc_205,ID,MWH2000-19999,KWH,X_VAT,EUR,ES,2025-S1,2025,S1,0.125,2026-05-28
