dataset,band_code,band_label,unit,tax,currency,geo,period,year,half,price_EUR_kWh,retrieved_date
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2024-S2,2024,S2,0.1939,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2025-S1,2025,S1,0.1844,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,CZ,2025-S2,2025,S2,0.1825,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2007-S1,2007,S1,0.0957,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2007-S2,2007,S2,0.1013,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2008-S1,2008,S1,0.1053,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2008-S2,2008,S2,0.1078,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2009-S1,2009,S1,0.1132,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2009-S2,2009,S2,0.1134,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2010-S1,2010,S1,0.112,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2010-S2,2010,S2,0.119,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2011-S1,2011,S1,0.1248,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2011-S2,2011,S2,0.1243,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2012-S1,2012,S1,0.1277,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2012-S2,2012,S2,0.1297,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2013-S1,2013,S1,0.1425,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2013-S2,2013,S2,0.1444,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2014-S1,2014,S1,0.1586,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2014-S2,2014,S2,0.152,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2015-S1,2015,S1,0.1509,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2015-S2,2015,S2,0.1493,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2016-S1,2016,S1,0.1505,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2016-S2,2016,S2,0.1492,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2017-S1,2017,S1,0.1519,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2017-S2,2017,S2,0.1514,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2018-S1,2018,S1,0.1499,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2018-S2,2018,S2,0.1516,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2019-S1,2019,S1,0.1557,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2019-S2,2019,S2,0.1608,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2020-S1,2020,S1,0.1781,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2020-S2,2020,S2,0.1818,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2021-S1,2021,S1,0.1813,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2021-S2,2021,S2,0.186,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2022-S1,2022,S1,0.2132,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2022-S2,2022,S2,0.2056,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2023-S1,2023,S1,0.2192,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2023-S2,2023,S2,0.2175,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2024-S1,2024,S1,0.2328,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2024-S2,2024,S2,0.2359,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2025-S1,2025,S1,0.2281,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DE,2025-S2,2025,S2,0.2264,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2007-S2,2007,S2,0.0895,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2008-S1,2008,S1,0.0913,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2008-S2,2008,S2,0.1018,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2009-S1,2009,S1,0.0863,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2009-S2,2009,S2,0.092,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2010-S1,2010,S1,0.0942,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2010-S2,2010,S2,0.0961,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2011-S1,2011,S1,0.0992,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2011-S2,2011,S2,0.0927,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2012-S1,2012,S1,0.0966,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2012-S2,2012,S2,0.0993,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2013-S1,2013,S1,0.1027,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2013-S2,2013,S2,0.0998,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2014-S1,2014,S1,0.0939,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2014-S2,2014,S2,0.0972,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2015-S1,2015,S1,0.0899,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2015-S2,2015,S2,0.0899,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2016-S1,2016,S1,0.0948,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2016-S2,2016,S2,0.0936,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2017-S1,2017,S1,0.0845,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2017-S2,2017,S2,0.0846,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2018-S1,2018,S1,0.0807,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2018-S2,2018,S2,0.0788,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2019-S1,2019,S1,0.0707,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2019-S2,2019,S2,0.0681,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2020-S1,2020,S1,0.0612,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2020-S2,2020,S2,0.0686,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2021-S1,2021,S1,0.0797,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2021-S2,2021,S2,0.1164,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2022-S1,2022,S1,0.1609,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2022-S2,2022,S2,0.2278,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2023-S1,2023,S1,0.1339,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2023-S2,2023,S2,0.117,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2024-S1,2024,S1,0.1055,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2024-S2,2024,S2,0.1284,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2025-S1,2025,S1,0.1236,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,DK,2025-S2,2025,S2,0.1216,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2007-S1,2007,S1,0.0925,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2007-S2,2007,S2,0.0862,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2008-S1,2008,S1,0.0992,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2008-S2,2008,S2,0.1026,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2009-S1,2009,S1,0.1089,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2009-S2,2009,S2,0.1038,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2010-S1,2010,S1,0.1062,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2010-S2,2010,S2,0.1068,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2011-S1,2011,S1,0.1142,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2011-S2,2011,S2,0.1161,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2012-S1,2012,S1,0.1205,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2012-S2,2012,S2,0.1201,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2013-S1,2013,S1,0.1254,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2013-S2,2013,S2,0.124,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2014-S1,2014,S1,0.1308,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2014-S2,2014,S2,0.127,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2015-S1,2015,S1,0.1261,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2015-S2,2015,S2,0.1229,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2016-S1,2016,S1,0.1217,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2016-S2,2016,S2,0.1195,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2017-S1,2017,S1,0.1226,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2017-S2,2017,S2,0.1206,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2018-S1,2018,S1,0.1216,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2018-S2,2018,S2,0.1211,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2019-S1,2019,S1,0.1303,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2019-S2,2019,S2,0.1289,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2020-S1,2020,S1,0.1353,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2020-S2,2020,S2,0.1355,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2021-S1,2021,S1,0.1386,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2021-S2,2021,S2,0.1542,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2022-S1,2022,S1,0.1915,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2022-S2,2022,S2,0.2151,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2023-S1,2023,S1,0.2234,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2023-S2,2023,S2,0.2083,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2024-S1,2024,S1,0.1948,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2024-S2,2024,S2,0.2013,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2025-S1,2025,S1,0.1978,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EA,2025-S2,2025,S2,0.1898,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2007-S2,2007,S2,0.053,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2008-S1,2008,S1,0.0567,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2008-S2,2008,S2,0.0601,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2009-S1,2009,S1,0.0643,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2009-S2,2009,S2,0.0645,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2010-S1,2010,S1,0.0694,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2010-S2,2010,S2,0.0727,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2011-S1,2011,S1,0.0718,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2011-S2,2011,S2,0.0751,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2012-S1,2012,S1,0.0784,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2012-S2,2012,S2,0.0818,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2013-S1,2013,S1,0.0974,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2013-S2,2013,S2,0.097,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2014-S1,2014,S1,0.0916,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2014-S2,2014,S2,0.0931,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2015-S1,2015,S1,0.0889,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2015-S2,2015,S2,0.0958,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2016-S1,2016,S1,0.0878,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2016-S2,2016,S2,0.0896,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2017-S1,2017,S1,0.087,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2017-S2,2017,S2,0.0846,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2018-S1,2018,S1,0.0865,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2018-S2,2018,S2,0.0924,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2019-S1,2019,S1,0.0917,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2019-S2,2019,S2,0.0915,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2020-S1,2020,S1,0.0823,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2020-S2,2020,S2,0.0873,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2021-S1,2021,S1,0.0957,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2021-S2,2021,S2,0.1526,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2022-S1,2022,S1,0.1625,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2022-S2,2022,S2,0.2586,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2023-S1,2023,S1,0.1567,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2023-S2,2023,S2,0.157,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2024-S1,2024,S1,0.1429,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2024-S2,2024,S2,0.1484,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2025-S1,2025,S1,0.1435,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EE,2025-S2,2025,S2,0.141,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2007-S2,2007,S2,0.0789,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2008-S1,2008,S1,0.0861,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2008-S2,2008,S2,0.092,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2009-S1,2009,S1,0.0948,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2009-S2,2009,S2,0.0936,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2010-S1,2010,S1,0.0946,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2010-S2,2010,S2,0.1026,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2011-S1,2011,S1,0.1046,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2011-S2,2011,S2,0.1111,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2012-S1,2012,S1,0.1183,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2012-S2,2012,S2,0.1222,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2013-S1,2013,S1,0.1248,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2013-S2,2013,S2,0.1239,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2014-S1,2014,S1,0.1336,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2014-S2,2014,S2,0.1298,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2015-S1,2015,S1,0.1292,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2015-S2,2015,S2,0.115,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2016-S1,2016,S1,0.1173,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2016-S2,2016,S2,0.1115,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2017-S1,2017,S1,0.1073,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2017-S2,2017,S2,0.119,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2018-S1,2018,S1,0.1038,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2018-S2,2018,S2,0.105,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2019-S1,2019,S1,0.1074,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2019-S2,2019,S2,0.1084,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2020-S1,2020,S1,0.1076,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2020-S2,2020,S2,0.1059,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2021-S1,2021,S1,0.1174,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2021-S2,2021,S2,0.2238,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2022-S1,2022,S1,0.231,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2022-S2,2022,S2,0.2457,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2023-S1,2023,S1,0.1902,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2023-S2,2023,S2,0.1832,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2024-S1,2024,S1,0.155,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2024-S2,2024,S2,0.2005,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2025-S1,2025,S1,0.1938,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EL,2025-S2,2025,S2,0.174,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2007-S2,2007,S2,0.0958,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2008-S1,2008,S1,0.0961,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2008-S2,2008,S2,0.1068,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2009-S1,2009,S1,0.1154,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2009-S2,2009,S2,0.112,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2010-S1,2010,S1,0.1167,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2010-S2,2010,S2,0.1093,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2011-S1,2011,S1,0.1137,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2011-S2,2011,S2,0.1156,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2012-S1,2012,S1,0.1214,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2012-S2,2012,S2,0.1196,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2013-S1,2013,S1,0.1224,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2013-S2,2013,S2,0.1202,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2014-S1,2014,S1,0.1246,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2014-S2,2014,S2,0.1167,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2015-S1,2015,S1,0.1173,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2015-S2,2015,S2,0.1133,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2016-S1,2016,S1,0.1105,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2016-S2,2016,S2,0.1029,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2017-S1,2017,S1,0.1061,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2017-S2,2017,S2,0.1032,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2018-S1,2018,S1,0.1059,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2018-S2,2018,S2,0.1098,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2019-S1,2019,S1,0.1148,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2019-S2,2019,S2,0.1104,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2020-S1,2020,S1,0.1076,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2020-S2,2020,S2,0.1175,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2021-S1,2021,S1,0.1074,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2021-S2,2021,S2,0.1459,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2022-S1,2022,S1,0.1879,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2022-S2,2022,S2,0.2202,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2023-S1,2023,S1,0.1597,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2023-S2,2023,S2,0.1536,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2024-S1,2024,S1,0.1371,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2024-S2,2024,S2,0.1426,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2025-S1,2025,S1,0.1411,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,ES,2025-S2,2025,S2,0.1324,2026-05-28
nrg_pc_205,IC,MWH500-1999,KWH,X_VAT,EUR,EU27_2020,2007-S1,2007,S1,0.0879,2026-05-28
